label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
A,0.6814283132553101,0.8835374712944031,0.6274721622467041,0.8804242610931396,0.5762699246406555,0.8145561814308167,0.5534718632698059,0.7480872273445129,0.5403956174850464,0.6958335041999817,0.5832839012145996,0.7443587183952332,0.5656613707542419,0.697845995426178,0.5740087032318115,0.7523221969604492,0.5825283527374268,0.7799773812294006,0.6167823672294617,0.7357689142227173,0.5982351303100586,0.6952557563781738,0.6064806580543518,0.7663061022758484,0.6195548176765442,0.7802847623825073,0.654718279838562,0.7342976331710815,0.6394357681274414,0.7064969539642334,0.6449922323226929,0.7774162292480469,0.6573735475540161,0.7891924977302551,0.6963574290275574,0.7371574640274048,0.6780843734741211,0.7156644463539124,0.6783718466758728,0.7674123644828796,0.6889480352401733,0.7809298634529114
A,0.6791436076164246,0.9011635184288025,0.6232591867446899,0.8894237875938416,0.5695531964302063,0.8163743019104004,0.5434282422065735,0.7472251057624817,0.5339877009391785,0.6936045289039612,0.5832458138465881,0.7402034997940063,0.5615407228469849,0.6890335083007812,0.5732555985450745,0.7521464824676514,0.5862627625465393,0.7747879028320312,0.6179697513580322,0.7331934571266174,0.5969432592391968,0.6920366883277893,0.6048115491867065,0.770399808883667,0.6164865493774414,0.7741257548332214,0.6548500657081604,0.7357222437858582,0.6349324584007263,0.7028537392616272,0.6390854120254517,0.776918351650238,0.6505668759346008,0.7815114259719849,0.6938158273696899,0.7428814768791199,0.6714810132980347,0.7134318947792053,0.6693180799484253,0.7663815021514893,0.6799740791320801,0.7782464027404785
A,0.6844975352287292,0.9118490219116211,0.6235926747322083,0.8977216482162476,0.5675782561302185,0.8234136700630188,0.5411556363105774,0.7512366771697998,0.5315232276916504,0.695552408695221,0.5809643864631653,0.7414695024490356,0.5583006143569946,0.6885119676589966,0.5702184438705444,0.7500028014183044,0.5823185443878174,0.7759248614311218,0.6153762936592102,0.7326985597610474,0.5937805771827698,0.692349910736084,0.6035063862800598,0.7683566212654114,0.6138372421264648,0.7742601633071899,0.6527608036994934,0.7346930503845215,0.6323156356811523,0.7035907506942749,0.6382002830505371,0.7759995460510254,0.6476494073867798,0.7818609476089478,0.6923798322677612,0.743309736251831,0.6694125533103943,0.719369649887085,0.6686016321182251,0.7732158899307251,0.6779643297195435,0.7847621440887451
A,0.680629312992096,0.9230673313140869,0.6184935569763184,0.8966050148010254,0.5666126012802124,0.8197243213653564,0.5424591898918152,0.7489621043205261,0.5298439264297485,0.6940745711326599,0.5811660289764404,0.7405089735984802,0.5573590397834778,0.6887335181236267,0.5694849491119385,0.7477886080741882,0.5825660824775696,0.7742338180541992,0.6152248382568359,0.7329052090644836,0.5924980044364929,0.6943637132644653,0.6029066443443298,0.7678682804107666,0.6140739917755127,0.7773536443710327,0.6524146795272827,0.7354300022125244,0.6310220956802368,0.7067965269088745,0.6378453969955444,0.7774454355239868,0.648372232913971,0.7863450646400452,0.6921027898788452,0.7437272667884827,0.6686224341392517,0.7193958163261414,0.6678841710090637,0.7715226411819458,0.6777588725090027,0.7835827469825745
A,0.6811148524284363,0.9247051477432251,0.6179947853088379,0.9050374627113342,0.5641595125198364,0.8239718079566956,0.5410361886024475,0.748482882976532,0.5290819406509399,0.6932168006896973,0.5782001614570618,0.7409509420394897,0.5574705600738525,0.6825531125068665,0.5679854154586792,0.7474721074104309,0.5783209800720215,0.7717835307121277,0.6123199462890625,0.7347119450569153,0.592385470867157,0.6948590278625488,0.6008312106132507,0.7747457027435303,0.6100471019744873,0.7750093936920166,0.6491997838020325,0.7390841841697693,0.6310207843780518,0.7030428051948547,0.6350446939468384,0.7796026468276978,0.6438968777656555,0.783959150314331,0.6873255372047424,0.7486433982849121,0.669638991355896,0.7194446921348572,0.6659989953041077,0.7735533714294434,0.6737821698188782,0.7839726805686951
A,0.6777570247650146,0.929060161113739,0.6146420836448669,0.907345175743103,0.562156081199646,0.8231616020202637,0.5397511720657349,0.7487491965293884,0.5262753367424011,0.693827211856842,0.5741382837295532,0.7416396737098694,0.5545746684074402,0.6820950508117676,0.5657858848571777,0.7463536262512207,0.5768957734107971,0.7726085186004639,0.6081598401069641,0.7351506948471069,0.588419497013092,0.6904541254043579,0.5972678065299988,0.7687503099441528,0.6072891354560852,0.7746776342391968,0.645178496837616,0.7391219735145569,0.6274929046630859,0.7060871124267578,0.6321811676025391,0.7818587422370911,0.6406072378158569,0.7884324789047241,0.6840046644210815,0.7479668259620667,0.6658164262771606,0.7220484018325806,0.662757396697998,0.7776793241500854,0.670089602470398,0.7894877791404724
A,0.6754229068756104,0.9309316873550415,0.6114497780799866,0.9086681604385376,0.5591585040092468,0.8233411312103271,0.5364049077033997,0.7483516931533813,0.5227353572845459,0.6929800510406494,0.5713363885879517,0.7392602562904358,0.5515644550323486,0.6799416542053223,0.5633137822151184,0.7467019557952881,0.5744932889938354,0.7704975605010986,0.60611891746521,0.7332269549369812,0.5870950222015381,0.6889359951019287,0.5952686071395874,0.769732654094696,0.604641318321228,0.7706443071365356,0.6435908079147339,0.738400936126709,0.6265972256660461,0.7043495774269104,0.6297503709793091,0.781075119972229,0.6377664804458618,0.7834110856056213,0.6819698810577393,0.7484250664710999,0.6645506620407104,0.723856508731842,0.6606647968292236,0.7793426513671875,0.6682722568511963,0.7879432439804077
A,0.6719748973846436,0.9332275390625,0.6072873473167419,0.9104211330413818,0.5553051233291626,0.8240165710449219,0.5327338576316833,0.7469698190689087,0.5185138583183289,0.6906504034996033,0.5668736100196838,0.7438428997993469,0.5488602519035339,0.6779742240905762,0.5598757266998291,0.7444555759429932,0.5706875920295715,0.7714256048202515,0.6015688180923462,0.7379475235939026,0.5852704048156738,0.6856850981712341,0.5922730565071106,0.7677773833274841,0.6010317206382751,0.7720751762390137,0.6387149691581726,0.7434676289558411,0.6242672204971313,0.7009374499320984,0.6263331174850464,0.7786619067192078,0.633705198764801,0.7843299508094788,0.6772369742393494,0.7539657354354858,0.6616587042808533,0.7217273712158203,0.656967282295227,0.7777085900306702,0.6641339063644409,0.7899776697158813
A,0.6684769988059998,0.9297676086425781,0.607162356376648,0.9077681303024292,0.5562941431999207,0.8245187997817993,0.5345144867897034,0.7476270198822021,0.519008994102478,0.6911590695381165,0.5635221004486084,0.7416313886642456,0.5414910912513733,0.6766382455825806,0.5552446246147156,0.7435369491577148,0.5670486688613892,0.7687674760818481,0.5989914536476135,0.7352321743965149,0.5811734795570374,0.6826667189598083,0.5899607539176941,0.7646710872650146,0.5986281633377075,0.7692162990570068,0.6369861960411072,0.7407580614089966,0.621525228023529,0.6975876688957214,0.6246331930160522,0.775922417640686,0.6317198276519775,0.7819864749908447,0.6758908033370972,0.7509897947311401,0.6597486138343811,0.7188912034034729,0.6556407809257507,0.773906409740448,0.6623464226722717,0.785106360912323
A,0.666903555393219,0.9324514269828796,0.6036452651023865,0.9103084206581116,0.5534153580665588,0.8219448924064636,0.5327616333961487,0.7437447905540466,0.5163215398788452,0.6873447895050049,0.5625911951065063,0.7399628162384033,0.5428338050842285,0.6723757982254028,0.556449830532074,0.7394413352012634,0.567524790763855,0.7668195366859436,0.5981844663619995,0.7339743375778198,0.581170380115509,0.6791287660598755,0.5895355343818665,0.76173996925354,0.5975186228752136,0.7694812417030334,0.6363850831985474,0.7394183278083801,0.6213674545288086,0.6921740174293518,0.6241158246994019,0.7718973159790039,0.6302018165588379,0.7816992998123169,0.6754027605056763,0.7497034072875977,0.6602991223335266,0.7131524085998535,0.6562358140945435,0.7698506712913513,0.6622625589370728,0.7843091487884521
